attendees,month,day,hour,day_of_week,holiday,temp,temp_wb,rel_humidity,windspeed,precipitation
990,10,1,3,Mon,0,112.8,57,75,6,1
1540,10,1,4,Mon,0,111,57,80,5,1
6710,10,1,5,Mon,0,112.8,58,81,9,1
23870,10,1,6,Mon,0,116.4,60,81,11,1
67980,10,1,7,Mon,0,121.8,61,75,13,1
100540,10,1,8,Mon,0,123.6,62,76,5,1
55440,10,1,9,Mon,0,121.8,61,75,6,1
31020,10,1,10,Mon,0,121.8,61,75,10,1
32780,10,1,11,Mon,0,114.6,58,75,11,1
43450,10,1,12,Mon,0,112.8,57,78,9,1
36850,10,1,13,Mon,0,111,56,78,9,1
33330,10,1,14,Mon,0,107.4,56,90,10,1
35530,10,1,15,Mon,0,107.4,57,93,8,0.025
44550,10,1,16,Mon,0,107.4,56,90,7,0.025
64900,10,1,17,Mon,0,107.4,57,93,13,1
49830,10,1,18,Mon,0,107.4,56,90,10,0.025
30690,10,1,19,Mon,0,107.4,56,87,10,1
27610,10,1,20,Mon,0,107.4,56,87,9,1
20130,10,1,21,Mon,0,107.4,56,87,11,1
11660,10,1,22,Mon,0,105.6,55,90,9,0.075
4950,10,1,23,Mon,0,105.6,56,93,8,1
3190,10,2,0,Tue,0,107.4,56,90,9,1
2420,10,2,1,Tue,0,105.6,55,90,9,1
1210,10,2,2,Tue,0,105.6,56,93,7,0.075
330,10,2,3,Tue,0,107.4,56,90,9,0.1
550,10,2,4,Tue,0,105.6,55,90,6,0.05
4950,10,2,5,Tue,0,105.6,56,93,7,1
19140,10,2,6,Tue,0,105.6,56,93,10,1
50820,10,2,7,Tue,0,105.6,56,93,10,1
70290,10,2,8,Tue,0,107.4,57,93,10,0.05
24420,10,2,9,Tue,0,107.4,57,93,9,0.025
16060,10,2,10,Tue,0,109.2,57,90,10,0.025
19690,10,2,11,Tue,0,109.2,58,93,8,1
20570,10,2,12,Tue,0,111,59,93,9,1
19140,10,2,13,Tue,0,111,59,93,9,0.025
17160,10,2,14,Tue,0,111,59,96,10,1
29480,10,2,15,Tue,0,112.8,60,93,8,1
47740,10,2,16,Tue,0,112.8,60,97,7,1
80630,10,2,17,Tue,0,114.6,61,96,9,0.125
32230,10,2,18,Tue,0,116.4,62,93,7,0.15
15950,10,2,19,Tue,0,114.6,61,93,6,0.025
23210,10,2,20,Tue,0,112.8,60,93,7,1
20460,10,2,21,Tue,0,112.8,59,90,6,1
13750,10,2,22,Tue,0,112.8,60,93,5,1
4950,10,2,23,Tue,0,112.8,60,93,0,0.075
3630,10,3,0,Wed,0,107.4,57,93,6,0.325
1430,10,3,1,Wed,0,105.6,56,93,6,0.125
770,10,3,2,Wed,0,103.8,55,93,8,0.05
220,10,3,3,Wed,0,102,54,93,7,0.025
770,10,3,4,Wed,0,100.2,53,97,7,1
6930,10,3,5,Wed,0,100.2,53,93,8,1
20570,10,3,6,Wed,0,100.2,53,93,5,1
65010,10,3,7,Wed,0,102,54,93,3,1
94270,10,3,8,Wed,0,103.8,54,90,5,1
45650,10,3,9,Wed,0,107.4,56,90,0,1
31020,10,3,10,Wed,0,109.2,57,87,5,1
26840,10,3,11,Wed,0,112.8,58,81,5,1
35200,10,3,12,Wed,0,116.4,59,78,6,1
30140,10,3,13,Wed,0,116.4,59,78,5,1
35420,10,3,14,Wed,0,116.4,59,78,8,1
42900,10,3,15,Wed,0,114.6,59,80,6,1
83600,10,3,16,Wed,0,114.6,59,80,3,1
128150,10,3,17,Wed,0,114.6,59,80,8,1
76670,10,3,18,Wed,0,112.8,58,81,7,1
58080,10,3,19,Wed,0,112.8,58,84,5,1
33660,10,3,20,Wed,0,112.8,58,84,5,1
27830,10,3,21,Wed,0,112.8,58,84,3,1
15180,10,3,22,Wed,0,112.8,58,84,5,1
9130,10,3,23,Wed,0,111,58,86,7,1
4840,10,4,0,Thu,0,112.8,58,84,8,1
4070,10,4,1,Thu,0,111,57,84,8,1
1980,10,4,2,Thu,0,111,57,84,7,1
1100,10,4,3,Thu,0,111,58,86,7,1
1320,10,4,4,Thu,0,111,58,90,7,1
7590,10,4,5,Thu,0,111,58,90,7,1
23870,10,4,6,Thu,0,112.8,59,87,7,1
71280,10,4,7,Thu,0,116.4,60,84,9,1
111100,10,4,8,Thu,0,120,61,81,9,1
52360,10,4,9,Thu,0,123.6,63,79,15,1
32340,10,4,10,Thu,0,130.8,65,71,13,1
35420,10,4,11,Thu,0,132.6,65,68,15,1
41140,10,4,12,Thu,0,132.6,66,73,15,1
37950,10,4,13,Thu,0,134.4,67,74,17,1
42240,10,4,14,Thu,0,130.8,66,76,15,1
50930,10,4,15,Thu,0,130.8,67,79,13,1
88550,10,4,16,Thu,0,129,66,82,13,1
121220,10,4,17,Thu,0,129,66,82,10,1
88110,10,4,18,Thu,0,129,66,82,14,1
56430,10,4,19,Thu,0,129,67,84,11,1
34100,10,4,20,Thu,0,130.8,67,81,14,1
30580,10,4,21,Thu,0,130.8,67,81,11,1
21120,10,4,22,Thu,0,129,67,84,8,1
11660,10,4,23,Thu,0,127.2,66,87,11,1
7150,10,5,0,Fri,0,125.4,64,78,14,1
5830,10,5,1,Fri,0,120,60,73,13,1
1650,10,5,2,Fri,0,116.4,58,75,11,1
880,10,5,3,Fri,0,114.6,57,73,10,1
1540,10,5,4,Fri,0,111,56,75,11,1
5500,10,5,5,Fri,0,107.4,54,75,10,1
19580,10,5,6,Fri,0,107.4,52,67,15,1
61490,10,5,7,Fri,0,107.4,50,58,15,1
100210,10,5,8,Fri,0,107.4,51,62,15,1
53680,10,5,9,Fri,0,109.2,52,60,16,1
37290,10,5,10,Fri,0,109.2,52,60,14,1
41580,10,5,11,Fri,0,107.4,51,60,11,1
50160,10,5,12,Fri,0,107.4,51,62,11,1
49940,10,5,13,Fri,0,107.4,52,65,13,1
49830,10,5,14,Fri,0,105.6,51,64,11,1
65120,10,5,15,Fri,0,105.6,50,62,10,1
92290,10,5,16,Fri,0,102,50,67,7,1
104720,10,5,17,Fri,0,100.2,49,67,7,1
75240,10,5,18,Fri,0,100.2,49,69,8,1
46640,10,5,19,Fri,0,100.2,49,69,9,1
26400,10,5,20,Fri,0,102,50,67,7,1
22880,10,5,21,Fri,0,100.2,49,69,6,1
15730,10,5,22,Fri,0,98.4,49,74,5,1
19690,10,5,23,Fri,0,98.4,49,74,6,1
13310,10,6,0,Sat,1,96.6,48,75,6,1
7150,10,6,1,Sat,1,96.6,48,75,7,1
4180,10,6,2,Sat,1,96.6,48,75,6,1
1430,10,6,3,Sat,1,96.6,49,77,6,1
1100,10,6,4,Sat,1,96.6,49,77,6,1
2420,10,6,5,Sat,1,98.4,49,74,6,1
2750,10,6,6,Sat,1,102,50,69,3,1
8690,10,6,7,Sat,1,105.6,51,67,3,1
20020,10,6,8,Sat,1,107.4,52,67,6,1
28380,10,6,9,Sat,1,109.2,53,64,7,1
44440,10,6,10,Sat,1,109.2,53,67,5,1
53020,10,6,11,Sat,1,112.8,54,60,7,1
55110,10,6,12,Sat,1,112.8,54,63,7,1
64680,10,6,13,Sat,1,112.8,55,65,8,1
65780,10,6,14,Sat,1,111,55,70,11,1
67760,10,6,15,Sat,1,112.8,55,67,14,1
65010,10,6,16,Sat,1,114.6,56,67,9,1
61380,10,6,17,Sat,1,114.6,57,70,10,1
49170,10,6,18,Sat,1,114.6,57,70,10,1
34650,10,6,19,Sat,1,114.6,56,67,11,1
30910,10,6,20,Sat,1,114.6,56,65,13,1
21450,10,6,21,Sat,1,114.6,56,67,10,1
18370,10,6,22,Sat,1,114.6,57,70,6,1
19030,10,6,23,Sat,1,114.6,57,73,7,1
17820,10,7,0,Sun,1,116.4,58,75,13,1
11990,10,7,1,Sun,1,116.4,59,78,13,1
7700,10,7,2,Sun,1,116.4,60,81,11,1
1650,10,7,3,Sun,1,116.4,60,84,7,1
990,10,7,4,Sun,1,118.2,61,84,7,1
1210,10,7,5,Sun,1,118.2,62,87,9,1
4840,10,7,6,Sun,1,121.8,63,84,10,1
9350,10,7,7,Sun,1,125.4,65,84,9,1
21120,10,7,8,Sun,1,129,66,82,7,1
27390,10,7,9,Sun,1,136.2,68,74,11,1
44330,10,7,10,Sun,1,139.8,70,72,8,1
52910,10,7,11,Sun,1,145.2,71,65,9,1
69850,10,7,12,Sun,1,143.4,70,67,6,1
74140,10,7,13,Sun,1,136.2,69,76,11,1
62590,10,7,14,Sun,1,123.6,64,84,14,1
66550,10,7,15,Sun,1,116.4,62,93,14,0.15
32780,10,7,16,Sun,1,114.6,60,86,14,1
33330,10,7,17,Sun,1,114.6,60,90,11,0.025
17710,10,7,18,Sun,1,112.8,60,97,10,0.05
19800,10,7,19,Sun,1,111,59,96,11,0.025
12760,10,7,20,Sun,1,111,59,93,14,1
11110,10,7,21,Sun,1,111,59,93,10,1
11990,10,7,22,Sun,1,111,59,93,11,1
7810,10,7,23,Sun,1,111,59,93,11,1
5830,10,8,0,Mon,0,111,57,84,13,1
3850,10,8,1,Mon,0,111,57,84,15,1
3190,10,8,2,Mon,0,109.2,57,87,13,1
770,10,8,3,Mon,0,109.2,57,87,15,1
1210,10,8,4,Mon,0,107.4,55,84,14,1
4070,10,8,5,Mon,0,105.6,54,83,17,1
12100,10,8,6,Mon,0,105.6,54,83,11,1
28380,10,8,7,Mon,0,105.6,54,83,15,1
49830,10,8,8,Mon,0,105.6,53,78,14,1
34540,10,8,9,Mon,0,107.4,53,72,15,1
31570,10,8,10,Mon,0,107.4,54,75,11,1
38720,10,8,11,Mon,0,107.4,54,78,14,1
39380,10,8,12,Mon,0,105.6,54,81,11,1
37840,10,8,13,Mon,0,103.8,54,87,9,1
34980,10,8,14,Mon,0,103.8,54,90,7,1
44550,10,8,15,Mon,0,103.8,54,90,7,1
41250,10,8,16,Mon,0,103.8,54,90,6,1
59400,10,8,17,Mon,0,105.6,55,90,6,1
42460,10,8,18,Mon,0,105.6,55,90,0,1
28710,10,8,19,Mon,0,107.4,56,90,0,1
22440,10,8,20,Mon,0,105.6,56,93,5,1
18590,10,8,21,Mon,0,107.4,56,90,0,1
14410,10,8,22,Mon,0,107.4,56,90,0,1
8250,10,8,23,Mon,0,107.4,56,90,7,1
4070,10,9,0,Tue,0,107.4,57,93,6,1
2860,10,9,1,Tue,0,109.2,58,93,9,1
1870,10,9,2,Tue,0,111,59,93,9,1
220,10,9,3,Tue,0,114.6,60,90,8,1
1210,10,9,4,Tue,0,114.6,61,93,6,1
7700,10,9,5,Tue,0,118.2,62,90,9,1
23320,10,9,6,Tue,0,121.8,64,87,13,1
66220,10,9,7,Tue,0,123.6,65,87,16,1
100100,10,9,8,Tue,0,129,66,82,15,1
50380,10,9,9,Tue,0,138,69,71,15,1
31020,10,9,10,Tue,0,141.6,70,69,16,1
34320,10,9,11,Tue,0,143.4,70,67,18,1
42240,10,9,12,Tue,0,143.4,70,67,14,1
39820,10,9,13,Tue,0,143.4,70,67,17,1
40590,10,9,14,Tue,0,145.2,71,65,14,1
51700,10,9,15,Tue,0,143.4,70,67,13,1
91410,10,9,16,Tue,0,141.6,70,69,8,1
133870,10,9,17,Tue,0,138,70,76,14,1
99880,10,9,18,Tue,0,136.2,69,79,14,1
55990,10,9,19,Tue,0,132.6,69,84,14,1
39380,10,9,20,Tue,0,130.8,68,87,14,1
31130,10,9,21,Tue,0,129,67,87,14,1
16720,10,9,22,Tue,0,129,67,87,14,1
10120,10,9,23,Tue,0,129,67,87,9,1
5060,10,10,0,Wed,0,129,67,87,14,1
3410,10,10,1,Wed,0,127.2,67,90,10,1
1870,10,10,2,Wed,0,127.2,67,90,10,1
1210,10,10,3,Wed,0,127.2,67,90,11,1
1210,10,10,4,Wed,0,127.2,67,90,11,1
6820,10,10,5,Wed,0,127.2,67,90,13,1
22880,10,10,6,Wed,0,129,67,87,10,1
70400,10,10,7,Wed,0,136.2,69,79,15,1
111210,10,10,8,Wed,0,141.6,70,71,13,1
54120,10,10,9,Wed,0,145.2,71,67,11,1
34540,10,10,10,Wed,0,150.6,72,60,13,1
40810,10,10,11,Wed,0,152.4,71,55,10,1
50710,10,10,12,Wed,0,156,72,51,13,1
43670,10,10,13,Wed,0,156,72,51,15,1
43120,10,10,14,Wed,0,154.2,71,51,17,1
49500,10,10,15,Wed,0,152.4,71,55,13,1
86900,10,10,16,Wed,0,148.8,71,58,10,1
141240,10,10,17,Wed,0,145.2,71,65,11,1
105160,10,10,18,Wed,0,141.6,70,71,14,1
59620,10,10,19,Wed,0,138,70,79,13,1
43230,10,10,20,Wed,0,134.4,70,84,11,1
31350,10,10,21,Wed,0,132.6,69,87,10,1
20460,10,10,22,Wed,0,130.8,68,87,13,1
13640,10,10,23,Wed,0,132.6,69,84,11,1
6820,10,11,0,Thu,0,130.8,68,87,10,1
2530,10,11,1,Thu,0,129,68,90,7,1
880,10,11,2,Thu,0,118.2,63,93,7,1
990,10,11,3,Thu,0,118.2,62,90,7,1
1320,10,11,4,Thu,0,116.4,61,90,8,1
8360,10,11,5,Thu,0,114.6,60,90,9,1
25190,10,11,6,Thu,0,112.8,60,97,7,1
61930,10,11,7,Thu,0,114.6,61,93,7,1
108020,10,11,8,Thu,0,114.6,60,90,5,1
52030,10,11,9,Thu,0,114.6,61,93,7,1
32340,10,11,10,Thu,0,116.4,61,90,6,1
33330,10,11,11,Thu,0,116.4,61,87,5,1
41360,10,11,12,Thu,0,118.2,62,87,5,1
34650,10,11,13,Thu,0,114.6,60,90,10,0.025
31130,10,11,14,Thu,0,111,59,93,13,0.65
9130,10,11,15,Thu,0,109.2,58,93,13,0.35
15180,10,11,16,Thu,0,111,58,86,13,0.35
48070,10,11,17,Thu,0,111,58,90,9,0.075
35200,10,11,18,Thu,0,107.4,57,93,7,0.05
18260,10,11,19,Thu,0,107.4,56,90,5,1
20570,10,11,20,Thu,0,109.2,57,90,10,1
18590,10,11,21,Thu,0,109.2,57,90,3,1
13860,10,11,22,Thu,0,107.4,57,93,6,1
10010,10,11,23,Thu,0,107.4,56,90,5,1
5500,10,12,0,Fri,0,107.4,57,93,5,1
2310,10,12,1,Fri,0,109.2,57,90,7,0.025
1870,10,12,2,Fri,0,107.4,57,93,7,1
770,10,12,3,Fri,0,107.4,57,93,6,1
1100,10,12,4,Fri,0,107.4,57,93,3,1
6820,10,12,5,Fri,0,107.4,57,93,6,1
14300,10,12,6,Fri,0,107.4,57,93,8,0.075
30470,10,12,7,Fri,0,107.4,56,90,10,0.05
45980,10,12,8,Fri,0,107.4,56,87,14,0.075
31130,10,12,9,Fri,0,107.4,55,81,15,1
26510,10,12,10,Fri,0,105.6,52,72,18,1
33330,10,12,11,Fri,0,107.4,52,67,18,1
34100,10,12,12,Fri,0,112.8,54,60,18,1
41250,10,12,13,Fri,0,114.6,53,52,22,1
42900,10,12,14,Fri,0,116.4,53,50,15,1
57860,10,12,15,Fri,0,116.4,53,48,16,1
88660,10,12,16,Fri,0,112.8,51,48,11,1
113080,10,12,17,Fri,0,109.2,50,54,8,1
79310,10,12,18,Fri,0,107.4,49,50,14,1
42130,10,12,19,Fri,0,103.8,49,57,9,1
33660,10,12,20,Fri,0,103.8,48,55,10,1
29260,10,12,21,Fri,0,98.4,47,61,10,1
19250,10,12,22,Fri,0,96.6,46,64,9,1
15730,10,12,23,Fri,0,96.6,46,61,8,1
12540,10,13,0,Sat,1,94.8,46,66,8,1
11440,10,13,1,Sat,1,94.8,46,66,7,1
6490,10,13,2,Sat,1,94.8,46,66,7,1
2860,10,13,3,Sat,1,93,45,68,8,1
990,10,13,4,Sat,1,94.8,45,64,5,1
1210,10,13,5,Sat,1,94.8,46,66,7,1
2420,10,13,6,Sat,1,94.8,45,64,8,1
7150,10,13,7,Sat,1,93,46,71,7,0.025
14190,10,13,8,Sat,1,93,46,74,11,0.05
11770,10,13,9,Sat,1,89.4,45,80,11,0.075
9900,10,13,10,Sat,1,89.4,45,77,10,0.1
11220,10,13,11,Sat,1,89.4,45,80,14,0.075
11660,10,13,12,Sat,1,93,47,77,11,1
19360,10,13,13,Sat,1,96.6,48,72,13,1
31900,10,13,14,Sat,1,96.6,47,66,13,1
42020,10,13,15,Sat,1,100.2,48,62,11,1
46750,10,13,16,Sat,1,98.4,47,61,10,1
51150,10,13,17,Sat,1,94.8,46,66,10,1
43560,10,13,18,Sat,1,94.8,46,66,9,1
34210,10,13,19,Sat,1,94.8,46,66,7,1
21450,10,13,20,Sat,1,94.8,46,66,10,1
18260,10,13,21,Sat,1,91.2,45,71,9,1
18040,10,13,22,Sat,1,87.6,44,77,7,1
12100,10,13,23,Sat,1,89.4,43,68,9,1
14520,10,14,0,Sun,1,89.4,44,71,10,1
10890,10,14,1,Sun,1,87.6,43,71,11,1
7040,10,14,2,Sun,1,84,42,77,8,1
2310,10,14,3,Sun,1,84,42,77,9,1
550,10,14,4,Sun,1,84,42,77,10,1
1540,10,14,5,Sun,1,87.6,43,71,8,1
2200,10,14,6,Sun,1,87.6,43,71,9,1
5720,10,14,7,Sun,1,91.2,44,69,8,1
12760,10,14,8,Sun,1,93,45,66,8,1
26400,10,14,9,Sun,1,100.2,46,53,11,1
33880,10,14,10,Sun,1,102,46,47,10,1
45540,10,14,11,Sun,1,103.8,47,47,13,1
52690,10,14,12,Sun,1,107.4,49,50,9,1
55220,10,14,13,Sun,1,105.6,48,49,16,1
62260,10,14,14,Sun,1,107.4,48,48,13,1
51260,10,14,15,Sun,1,109.2,49,46,13,1
53350,10,14,16,Sun,1,105.6,48,51,8,1
57860,10,14,17,Sun,1,102,48,57,8,1
48290,10,14,18,Sun,1,100.2,48,62,7,1
31460,10,14,19,Sun,1,98.4,47,64,8,1
19580,10,14,20,Sun,1,96.6,47,66,13,1
15620,10,14,21,Sun,1,96.6,47,66,9,1
11660,10,14,22,Sun,1,96.6,47,66,10,1
14740,10,14,23,Sun,1,94.8,47,71,8,1
3740,10,15,0,Mon,0,89.4,45,77,7,1
1540,10,15,1,Mon,0,87.6,44,80,7,1
880,10,15,2,Mon,0,85.8,44,83,6,1
880,10,15,3,Mon,0,87.6,44,80,5,1
1210,10,15,4,Mon,0,87.6,44,80,3,1
6270,10,15,5,Mon,0,89.4,45,77,8,1
18480,10,15,6,Mon,0,93,47,77,5,1
54780,10,15,7,Mon,0,94.8,48,77,0,1
98670,10,15,8,Mon,0,98.4,49,74,6,1
41140,10,15,9,Mon,0,100.2,51,80,9,0.025
18150,10,15,10,Mon,0,105.6,54,81,11,1
22770,10,15,11,Mon,0,111,57,80,11,1
35970,10,15,12,Mon,0,112.8,58,81,13,1
25520,10,15,13,Mon,0,116.4,59,78,18,1
33000,10,15,14,Mon,0,118.2,60,81,17,1
44550,10,15,15,Mon,0,120,62,84,15,1
79200,10,15,16,Mon,0,121.8,63,84,15,1
110880,10,15,17,Mon,0,123.6,63,81,15,1
70180,10,15,18,Mon,0,123.6,63,81,17,1
45320,10,15,19,Mon,0,123.6,64,84,21,1
31350,10,15,20,Mon,0,125.4,64,78,24,1
24420,10,15,21,Mon,0,127.2,64,76,23,1
11770,10,15,22,Mon,0,127.2,65,78,20,1
7260,10,15,23,Mon,0,111,56,75,22,0.15
2200,10,16,0,Tue,0,105.6,54,81,17,0.075
990,10,16,1,Tue,0,103.8,50,62,24,1
1210,10,16,2,Tue,0,100.2,45,49,28,1
330,10,16,3,Tue,0,94.8,42,46,16,1
880,10,16,4,Tue,0,91.2,40,43,18,1
7040,10,16,5,Tue,0,89.4,39,42,16,1
18700,10,16,6,Tue,0,89.4,40,46,15,1
59950,10,16,7,Tue,0,91.2,41,46,13,1
104060,10,16,8,Tue,0,94.8,42,44,14,1
53350,10,16,9,Tue,0,98.4,43,41,14,1
31020,10,16,10,Tue,0,102,44,38,16,1
32670,10,16,11,Tue,0,105.6,45,37,10,1
34540,10,16,12,Tue,0,107.4,46,35,14,1
35310,10,16,13,Tue,0,109.2,46,33,15,1
39050,10,16,14,Tue,0,109.2,46,33,14,1
49060,10,16,15,Tue,0,107.4,46,38,14,1
81180,10,16,16,Tue,0,105.6,45,36,15,1
116380,10,16,17,Tue,0,100.2,44,42,10,1
76450,10,16,18,Tue,0,98.4,44,47,8,1
48510,10,16,19,Tue,0,98.4,44,47,9,1
27170,10,16,20,Tue,0,93,44,59,11,1
26510,10,16,21,Tue,0,93,44,59,13,1
17050,10,16,22,Tue,0,91.2,43,61,9,1
8140,10,16,23,Tue,0,89.4,43,63,10,1
4510,10,17,0,Wed,0,87.6,43,69,10,1
1870,10,17,1,Wed,0,84,41,74,9,1
880,10,17,2,Wed,0,85.8,42,68,9,1
220,10,17,3,Wed,0,82.2,40,73,10,1
1100,10,17,4,Wed,0,82.2,40,73,10,1
5500,10,17,5,Wed,0,82.2,40,73,10,1
17930,10,17,6,Wed,0,85.8,42,68,11,1
64460,10,17,7,Wed,0,93,44,61,9,1
101970,10,17,8,Wed,0,98.4,46,55,9,1
49940,10,17,9,Wed,0,105.6,47,45,10,1
29480,10,17,10,Wed,0,109.2,48,44,17,1
30140,10,17,11,Wed,0,112.8,50,44,18,1
39160,10,17,12,Wed,0,114.6,51,43,18,1
34210,10,17,13,Wed,0,116.4,49,34,21,1
35090,10,17,14,Wed,0,114.6,49,38,15,1
45870,10,17,15,Wed,0,112.8,48,36,18,1
82940,10,17,16,Wed,0,100.2,46,55,14,1
109120,10,17,17,Wed,0,98.4,46,57,18,1
72270,10,17,18,Wed,0,96.6,44,53,20,1
47300,10,17,19,Wed,0,94.8,43,50,16,1
28270,10,17,20,Wed,0,93,42,50,18,1
22440,10,17,21,Wed,0,89.4,41,56,11,1
14630,10,17,22,Wed,0,87.6,40,50,18,1
6380,10,17,23,Wed,0,87.6,39,48,14,1
3740,10,18,0,Thu,0,78.6,38,71,18,1
1320,10,18,1,Thu,0,76.8,37,70,16,1
770,10,18,2,Thu,0,75,35,60,16,1
770,10,18,3,Thu,0,75,34,55,15,1
660,10,18,4,Thu,0,75,33,49,16,1
3850,10,18,5,Thu,0,73.2,32,46,15,1
15400,10,18,6,Thu,0,73.2,32,45,15,1
48290,10,18,7,Thu,0,76.8,33,43,22,1
90420,10,18,8,Thu,0,78.6,33,38,18,1
44550,10,18,9,Thu,0,82.2,34,34,20,1
24090,10,18,10,Thu,0,84,34,30,20,1
26730,10,18,11,Thu,0,87.6,36,29,15,1
29920,10,18,12,Thu,0,89.4,36,27,14,1
22660,10,18,13,Thu,0,89.4,36,27,22,1
31900,10,18,14,Thu,0,89.4,36,25,16,1
38170,10,18,15,Thu,0,87.6,35,26,15,1
66220,10,18,16,Thu,0,85.8,35,26,16,1
96140,10,18,17,Thu,0,84,34,30,10,1
63470,10,18,18,Thu,0,84,34,30,10,1
39160,10,18,19,Thu,0,82.2,35,35,13,1
26510,10,18,20,Thu,0,78.6,34,43,11,1
20240,10,18,21,Thu,0,78.6,34,41,15,1
12980,10,18,22,Thu,0,76.8,34,47,13,1
6490,10,18,23,Thu,0,76.8,34,49,11,1
4620,10,19,0,Fri,0,76.8,35,51,8,1
2970,10,19,1,Fri,0,75,34,55,8,1
1650,10,19,2,Fri,0,75,35,58,9,1
990,10,19,3,Fri,0,73.2,35,65,9,1
440,10,19,4,Fri,0,71.4,34,68,9,1
3410,10,19,5,Fri,0,71.4,34,65,13,1
13750,10,19,6,Fri,0,73.2,34,62,15,1
44110,10,19,7,Fri,0,80.4,37,58,10,1
79860,10,19,8,Fri,0,89.4,41,52,14,1
48730,10,19,9,Fri,0,94.8,43,48,11,1
31680,10,19,10,Fri,0,102,45,45,14,1
40700,10,19,11,Fri,0,105.6,46,42,14,1
46860,10,19,12,Fri,0,109.2,48,41,20,1
43780,10,19,13,Fri,0,114.6,49,37,14,1
45870,10,19,14,Fri,0,114.6,48,32,18,1
58410,10,19,15,Fri,0,114.6,48,32,18,1
84260,10,19,16,Fri,0,109.2,48,42,17,1
98010,10,19,17,Fri,0,105.6,48,49,16,1
63580,10,19,18,Fri,0,103.8,47,49,15,1
39710,10,19,19,Fri,0,103.8,48,55,17,1
27390,10,19,20,Fri,0,102,48,57,14,1
22220,10,19,21,Fri,0,102,48,57,18,1
18590,10,19,22,Fri,0,102,48,59,15,1
12210,10,19,23,Fri,0,102,49,62,13,1
11110,10,20,0,Sat,1,102,50,69,14,1
7700,10,20,1,Sat,1,103.8,51,72,14,1
4290,10,20,2,Sat,1,107.4,52,65,20,1
990,10,20,3,Sat,1,109.2,52,62,17,1
1100,10,20,4,Sat,1,109.2,52,62,17,1
1210,10,20,5,Sat,1,109.2,52,62,16,1
3410,10,20,6,Sat,1,109.2,52,62,15,1
11660,10,20,7,Sat,1,111,54,65,18,1
21450,10,20,8,Sat,1,109.2,54,72,18,1
26180,10,20,9,Sat,1,112.8,55,65,16,1
43120,10,20,10,Sat,1,116.4,55,60,14,1
51370,10,20,11,Sat,1,118.2,55,54,13,1
66880,10,20,12,Sat,1,118.2,55,54,14,1
76450,10,20,13,Sat,1,118.2,54,50,13,1
72600,10,20,14,Sat,1,118.2,54,50,15,1
73480,10,20,15,Sat,1,116.4,54,52,10,1
71830,10,20,16,Sat,1,112.8,51,50,14,1
64570,10,20,17,Sat,1,109.2,50,51,9,1
42900,10,20,18,Sat,1,103.8,50,62,8,1
34650,10,20,19,Sat,1,100.2,49,67,10,1
22220,10,20,20,Sat,1,103.8,49,60,9,1
18700,10,20,21,Sat,1,100.2,48,64,6,1
19250,10,20,22,Sat,1,93,47,77,8,1
13640,10,20,23,Sat,1,94.8,47,74,7,1
8140,10,21,0,Sun,1,96.6,47,69,8,1
10780,10,21,1,Sun,1,96.6,47,66,8,1
7370,10,21,2,Sun,1,96.6,45,59,11,1
1870,10,21,3,Sun,1,93,44,59,13,1
1210,10,21,4,Sun,1,93,44,59,9,1
1320,10,21,5,Sun,1,89.4,43,63,17,1
2970,10,21,6,Sun,1,87.6,41,61,13,1
4180,10,21,7,Sun,1,85.8,42,73,8,0.075
10120,10,21,8,Sun,1,87.6,41,59,15,1
17600,10,21,9,Sun,1,85.8,39,54,23,1
26840,10,21,10,Sun,1,87.6,39,46,26,1
32560,10,21,11,Sun,1,91.2,40,41,22,1
39820,10,21,12,Sun,1,89.4,39,42,23,1
43340,10,21,13,Sun,1,89.4,38,37,28,1
42900,10,21,14,Sun,1,85.8,37,37,18,1
38170,10,21,15,Sun,1,84,36,39,18,1
34980,10,21,16,Sun,1,82.2,35,37,16,1
35970,10,21,17,Sun,1,78.6,34,40,15,1
30030,10,21,18,Sun,1,76.8,33,41,11,1
20790,10,21,19,Sun,1,75,33,43,11,1
16170,10,21,20,Sun,1,73.2,32,46,8,1
13310,10,21,21,Sun,1,73.2,33,48,10,1
8140,10,21,22,Sun,1,71.4,32,51,8,1
4510,10,21,23,Sun,1,69.6,31,52,11,1
1980,10,22,0,Mon,0,69.6,31,50,7,1
1320,10,22,1,Mon,0,71.4,32,48,8,1
1320,10,22,2,Mon,0,69.6,31,50,7,1
440,10,22,3,Mon,0,69.6,31,52,6,1
1100,10,22,4,Mon,0,66,31,61,7,1
3410,10,22,5,Mon,0,67.8,31,59,9,1
17160,10,22,6,Mon,0,71.4,33,57,7,1
47300,10,22,7,Mon,0,76.8,35,53,8,1
79750,10,22,8,Mon,0,82.2,37,47,9,1
43120,10,22,9,Mon,0,85.8,37,42,13,1
22220,10,22,10,Mon,0,91.2,39,39,14,1
25080,10,22,11,Mon,0,94.8,40,36,11,1
27390,10,22,12,Mon,0,96.6,41,34,11,1
26290,10,22,13,Mon,0,98.4,41,34,15,1
29590,10,22,14,Mon,0,93,41,43,13,1
32230,10,22,15,Mon,0,93,41,43,10,1
70290,10,22,16,Mon,0,91.2,41,46,7,1
103400,10,22,17,Mon,0,89.4,40,50,9,1
65780,10,22,18,Mon,0,87.6,40,52,11,1
43120,10,22,19,Mon,0,87.6,40,54,8,1
